"","name","budget","company","country","director","genre","gross","rating","released","runtime","score","star","votes","writer","year","number of reviews"
"1379","Lucky Numbers",6.3e+07,"Paramount Pictures","France","Nora Ephron","Comedy","10014234.0","R","2000-10-27",105,"5.0","John Travolta","8957","Adam Resnick",2000,69
"1380","Lucky You",5.5e+07,"Warner Bros.","USA","Curtis Hanson","Drama","5755286.0","PG-13","2007-05-04",124,"5.9","Eric Bana","18870","Eric Roth",2007,63
"1381","Lucy",4e+07,"EuropaCorp","France","Luc Besson","Action","126663600.0","R","2014-07-25",89,"6.4","Scarlett Johansson","363219","Luc Besson",2014,918
"1382","MacGruber",1e+07,"Broadway Video","USA","Jorma Taccone","Action","8460995.0","R","2010-05-21",90,"5.5","Will Forte","37743","Will Forte",2010,125
"1383","Machete",10500000,"Overnight Films","USA","Ethan Maniquis","Action","26593646.0","R","2010-09-03",105,"6.6","Danny Trejo","173229","Robert Rodriguez",2010,392
"1384","Machete Kills",2e+07,"AR Films","Russia","Robert Rodriguez","Action","8008161.0","R","2013-10-11",107,"5.6","Danny Trejo","64085","Kyle Ward",2013,164
"1385","Machine Gun Preacher",3e+07,"Relativity Media","USA","Marc Forster","Action","538690.0","R","2012-02-03",129,"6.8","Gerard Butler","56603","Jason Keller",2011,124
"1386","Mad City",5e+07,"Warner Bros.","USA","Costa-Gavras","Crime","10556196.0","PG-13","1997-11-07",100,"6.2","John Travolta","17297","Tom Matthews",1997,73
"1387","Mad Max: Fury Road",1.5e+08,"Warner Bros. Pictures","Australia","George Miller","Action","153636354.0","R","2015-05-15",120,"8.1","Tom Hardy","661575","George Miller",2015,1588
"1388","Mad Money",2.2e+07,"Big City Pictures","USA","Callie Khouri","Comedy","20668843.0","PG-13","2008-01-18",104,"5.8","Diane Keaton","17753","Glenn Gers",2008,54
"1389","Madagascar",7.5e+07,"DreamWorks Animation","USA","Eric Darnell","Animation","193595521.0","PG","2005-05-27",86,"6.9","Chris Rock","294387","Mark Burton",2005,385
"1390","Madagascar 3: Europe's Most Wanted",1.45e+08,"DreamWorks Animation","USA","Eric Darnell","Animation","216391482.0","PG","2012-06-08",100,"6.9","Ben Stiller","130435","Eric Darnell",2012,154
"1391","Madagascar: Escape 2 Africa",1.5e+08,"DreamWorks Animation","USA","Eric Darnell","Animation","180010950.0","PG","2008-11-07",89,"6.7","Ben Stiller","162026","Etan Cohen",2008,119
"1392","Made",5e+06,"Artisan Entertainment","USA","Jon Favreau","Comedy","5308707.0","R","2001-08-31",95,"6.4","Vince Vaughn","15620","Jon Favreau",2001,165
"1393","Made in Dagenham",7200000,"Audley Films","UK","Nigel Cole","Biography","1094798.0","R","2011-06-03",113,"7.2","Sally Hawkins","11904","William Ivory",2010,73
"1394","Made of Honor",4e+07,"Columbia Pictures","USA","Paul Weiland","Comedy","46012734.0","PG-13","2008-05-02",101,"5.9","Patrick Dempsey","58284","Adam Sztykiel",2008,101
"1395","Madea's Family Reunion",6e+06,"Lions Gate Films","USA","Tyler Perry","Comedy","63257940.0","PG-13","2006-02-24",107,"5.1","Tyler Perry","9376","Tyler Perry",2006,137
"1396","Madea's Witness Protection",2e+07,"Tyler Perry Company, The","USA","Tyler Perry","Comedy","65653242.0","PG-13","2012-06-29",100,"4.9","Tyler Perry","7957","Tyler Perry",2012,50
"1397","Maggie",8500000,"Lionsgate","USA","Henry Hobson","Drama","187112.0","PG-13","2015-05-08",95,"5.6","Arnold Schwarzenegger","35167","John Scott 3",2015,200
"1398","Magic Mike",7e+06,"Iron Horse Entertainment (II)","USA","Steven Soderbergh","Comedy","113721571.0","R","2012-06-29",110,"6.1","Channing Tatum","115818","Reid Carolin",2012,281
"1399","Magic Mike XXL",14800000,"Warner Bros.","USA","Gregory Jacobs","Comedy","66013057.0","R","2015-07-01",115,"5.6","Channing Tatum","44006","Reid Carolin",2015,135
"1400","Magnolia",3.7e+07,"Ghoulardi Film Company","USA","Paul Thomas Anderson","Drama","22455976.0","R","2000-01-07",188,"8.0","Tom Cruise","253771","Paul Thomas Anderson",1999,1437
"1401","Maid in Manhattan",5.5e+07,"Revolution Studios","USA","Wayne Wang","Comedy","94011225.0","PG-13","2002-12-13",105,"5.1","Jennifer Lopez","72953","John Hughes",2002,242
"1402","Major League",1.1e+07,"Mirage Enterprises","USA","David S. Ward","Comedy","49797148.0","R","1989-04-07",107,"7.2","Tom Berenger","52280","David S. Ward",1989,97
"1403","Malcolm X",3.3e+07,"Largo International N.V.","USA","Spike Lee","Biography","48169908.0","PG-13","1992-11-18",202,"7.7","Denzel Washington","69074","Alex Haley",1992,156
"1404","Maleficent",1.8e+08,"Roth Films","USA","Robert Stromberg","Action","241410378.0","PG","2014-05-30",97,"7.0","Angelina Jolie","275137","Linda Woolverton",2014,634
"1405","Malibu's Most Wanted",1.6e+07,"Warner Bros.","USA","John Whitesell","Comedy","34308901.0","PG-13","2003-04-18",100,"5.1","Jamie Kennedy","16779","Fax Bahr",2003,87
"1406","Mallrats",6e+06,"Gramercy Pictures (I)","USA","Kevin Smith","Comedy","2122561.0","R","1995-10-20",94,"7.2","Shannen Doherty","103484","Kevin Smith",1995,434
"1407","Malone",1e+07,"Orion Pictures","USA","Harley Cokeliss","Action","3060858.0","R","1987-05-01",92,"5.6","Burt Reynolds","1959","Christopher Frank",1987,37
"1408","Mamma Mia!",5.2e+07,"Universal Pictures","USA","Phyllida Lloyd","Comedy","144130063.0","PG-13","2008-07-18",108,"6.4","Meryl Streep","157292","Catherine Johnson",2008,611
"1409","Man of Steel",2.25e+08,"Warner Bros.","USA","Zack Snyder","Action","291045518.0","PG-13","2013-06-14",143,"7.1","Henry Cavill","590734","David S. Goyer",2013,2536
"1410","Man of the House",4e+07,"Revolution Studios","USA","Stephen Herek","Action","19699706.0","PG-13","2005-02-25",100,"5.4","Tommy Lee Jones","20682","John J. McLaughlin",2005,94
"1411","Man of the Year",2e+07,"Universal Pictures","USA","Barry Levinson","Comedy","37442180.0","PG-13","2006-10-13",115,"6.2","Robin Williams","29068","Barry Levinson",2006,236
"1412","Man on a Ledge",4.2e+07,"Summit Entertainment","USA","Asger Leth","Action","18620000.0","PG-13","2012-01-27",102,"6.6","Sam Worthington","131006","Pablo F. Fenjves",2012,153
"1413","Man on Fire",7e+07,"Fox 2000 Pictures","USA","Tony Scott","Action","77911774.0","R","2004-04-23",146,"7.7","Denzel Washington","285049","A.J. Quinnell",2004,690
"1414","Man on the Moon",8.2e+07,"Universal Pictures","UK","Milos Forman","Biography","34580635.0","R","1999-12-22",118,"7.4","Jim Carrey","105653","Scott Alexander",1999,549
"1415","Mandela: Long Walk to Freedom",3.5e+07,"Videovision Entertainment","UK","Justin Chadwick","Biography","8323085.0","PG-13","2013-12-25",141,"7.1","Idris Elba","23075","William Nicholson",2013,108
"1416","Manderlay",14200000,"Zentropa Entertainments","Denmark","Lars von Trier","Drama","78378.0","NOT RATED","2006-11-24",139,"7.4","Bryce Dallas Howard","19714","Lars von Trier",2005,81
"1417","Maniac",6e+06,"La Petite Reine","France","Franck Khalfoun","Horror","20551.0","NOT RATED","2013-01-02",89,"6.1","Elijah Wood","29681","Alexandre Aja",2012,131
"1418","Margaret",1.4e+07,"Fox Searchlight Pictures","USA","Kenneth Lonergan","Drama","46495.0","R","2012-06-01",150,"6.5","Anna Paquin","13729","Kenneth Lonergan",2011,119
"1419","Margin Call",3500000,"Before The Door Pictures","USA","J.C. Chandor","Drama","5354039.0","R","2012-09-21",107,"7.1","Zachary Quinto","99567","J.C. Chandor",2011,225
"1420","Maria Full of Grace",3e+06,"HBO Films","Colombia","Joshua Marston","Crime","6517198.0","R","2004-08-06",101,"7.5","Catalina Sandino Moreno","31546","Joshua Marston",2004,172
"1421","Marie Antoinette",4e+07,"Columbia Pictures Corporation","USA","Sofia Coppola","Biography","15962471.0","PG-13","2006-10-20",123,"6.4","Kirsten Dunst","85914","Sofia Coppola",2006,619
"1422","Marley & Me",6e+07,"Fox 2000 Pictures","USA","David Frankel","Comedy","143153751.0","PG","2008-12-25",100,"7.1","Owen Wilson","125638","Scott Frank",2008,320
"1423","Marmaduke",5e+07,"Twentieth Century Fox Film Corporation","USA","Tom Dey","Comedy","33644788.0","PG","2010-06-04",100,"4.2","Owen Wilson","12104","Tim Rasmussen",2010,65
"1424","Mars Attacks!",7e+07,"Tim Burton Productions","USA","Tim Burton","Comedy","37771017.0","PG-13","1996-12-13",106,"6.3","Jack Nicholson","183327","Len Brown",1996,405
"1425","Martian Child",2.7e+07,"New Line Cinema","USA","Menno Meyjes","Comedy","7486906.0","PG","2007-11-02",106,"6.8","John Cusack","18187","Seth Bass",2007,71
"1426","Marvin's Room",2.3e+07,"Scott Rudin Productions","USA","Jerry Zaks","Drama","12782508.0","PG-13","1997-02-28",98,"6.7","Meryl Streep","21695","Scott McPherson",1996,71
"1427","Mary Reilly",4.7e+07,"NFH Productions","USA","Stephen Frears","Drama","5600000.0","R","1996-02-23",108,"5.8","Julia Roberts","12455","Valerie Martin",1996,97
"1428","Master and Commander: The Far Side of the World",1.5e+08,"Twentieth Century Fox Film Corporation","USA","Peter Weir","Action","93927920.0","PG-13","2003-11-14",138,"7.4","Russell Crowe","178098","Patrick O'Brian",2003,684
"1429","Match Point",1.5e+07,"BBC Films","UK","Woody Allen","Drama","23089926.0","R","2006-01-20",124,"7.7","Scarlett Johansson","178918","Woody Allen",2005,735
"1430","Maurice",2600000,"Merchant Ivory Productions","UK","James Ivory","Drama","3130592.0","R","1987-09-18",140,"7.7","James Wilby","11837","E.M. Forster",1987,69
"1431","Max",2e+07,"Metro-Goldwyn-Mayer (MGM)","USA","Boaz Yakin","Adventure","42652003.0","PG","2015-06-26",111,"6.8","Thomas Haden Church","22181","Boaz Yakin",2015,87
"1432","Max",1.1e+07,"AAMPI Inc.","Hungary","Menno Meyjes","Drama","527019.0","R","2003-06-20",106,"6.6","John Cusack","6491","Menno Meyjes",2002,87
"1433","Max Keeble's Big Move",2.5e+07,"Walt Disney Pictures","USA","Tim Hill","Comedy","17292381.0","PG","2001-10-05",86,"5.4","Alex D. Linz","6177","David L. Watts",2001,69
"1434","Max Payne",3.5e+07,"Abandon Entertainment","Canada","John Moore","Action","40689393.0","PG-13","2008-10-17",100,"5.4","Mark Wahlberg","112236","Beau Thorne",2008,398
"1435","Maximum Risk",2.5e+07,"Columbia Pictures Corporation","USA","Ringo Lam","Action","14502483.0","R","1996-09-13",101,"5.4","Jean-Claude Van Damme","16973","Larry Ferguson",1996,68
"1436","May",5e+05,"2 Loop Films","USA","Lucky McKee","Drama","150277.0","R","2003-04-11",93,"6.7","Angela Bettis","28449","Lucky McKee",2002,277
"1437","McFarland, USA",1.7e+07,"Mayhem Pictures","USA","Niki Caro","Biography","44469602.0","PG","2015-02-20",129,"7.4","Kevin Costner","27814","Christopher Cleveland",2015,83
"1438","Me and Orson Welles",2.5e+07,"CinemaNX","UK","Richard Linklater","Drama","1186957.0","PG-13","2009-12-18",114,"6.8","Zac Efron","9720","Robert Kaplow",2008,69
"1439","Me and You and Everyone We Know",2e+06,"IFC Films","USA","Miranda July","Comedy","3885134.0","R","2005-08-05",91,"7.3","John Hawkes","32369","Miranda July",2005,243
"1440","Me Before You",2e+07,"Metro-Goldwyn-Mayer (MGM)","UK","Thea Sharrock","Drama","56245075.0","PG-13","2016-06-03",106,"7.4","Emilia Clarke","127889","Jojo Moyes",2016,130
"1441","Me, Myself & Irene",5.1e+07,"Twentieth Century Fox Film Corporation","USA","Bobby Farrelly","Comedy","90570999.0","R","2000-06-23",116,"6.6","Jim Carrey","196521","Peter Farrelly",2000,481
"1442","Mean Creek",5e+05,"Whitewater Films","USA","Jacob Estes","Crime","603951.0","R","2004-09-29",90,"7.3","Rory Culkin","27763","Jacob Estes",2004,154
"1443","Mean Girls",1.7e+07,"Paramount Pictures","USA","Mark Waters","Comedy","86058055.0","PG-13","2004-04-30",97,"7.0","Lindsay Lohan","270476","Rosalind Wiseman",2004,554
"1444","Medicine Man",4e+07,"Hollywood Pictures","USA","John McTiernan","Adventure","45500797.0","PG-13","1992-02-07",106,"6.0","Sean Connery","18461","Tom Schulman",1992,56
"1445","Meet Dave",6e+07,"Twentieth Century Fox Film Corporation","USA","Brian Robbins","Adventure","11802056.0","PG","2008-07-11",90,"4.9","Eddie Murphy","33540","Rob Greenberg",2008,109
"1446","Meet Joe Black",9e+07,"Universal Pictures","USA","Martin Brest","Drama","44619100.0","PG-13","1998-11-13",178,"7.1","Brad Pitt","180700","Ron Osborn",1998,703
"1447","Meet the Deedles",2.4e+07,"DIC Entertainment","USA","Steve Boyum","Comedy","4308981.0","PG","1998-03-27",93,"3.9","Paul Walker","2385","Jim Herzfeld",1998,37
"1448","Meet the Fockers",8e+07,"Universal Pictures","USA","Jay Roach","Comedy","279261160.0","PG-13","2004-12-22",115,"6.3","Ben Stiller","223589","Greg Glienna",2004,428
"1449","Meet the Parents",5.5e+07,"Universal Pictures","USA","Jay Roach","Comedy","166244045.0","PG-13","2000-10-06",108,"7.0","Ben Stiller","275232","Greg Glienna",2000,507
"1450","Meet the Spartans",3e+07,"New Regency Pictures","USA","Jason Friedberg","Comedy","38233676.0","PG-13","2008-01-25",86,"2.7","Sean Maguire","92856","Jason Friedberg",2008,409
"1451","Megamind",1.3e+08,"DreamWorks Animation","USA","Tom McGrath","Animation","148415853.0","PG","2010-11-05",95,"7.3","Will Ferrell","188234","Alan Schoolcraft",2010,187
"1452","Memento",9e+06,"Newmarket Capital Group","USA","Christopher Nolan","Mystery","25544867.0","R","2001-05-25",113,"8.5","Guy Pearce","929360","Christopher Nolan",2000,2067
"1453","Memoirs of a Geisha",8.5e+07,"Columbia Pictures Corporation","USA","Rob Marshall","Drama","57490508.0","PG-13","2005-12-23",145,"7.4","Ziyi Zhang","124833","Robin Swicord",2005,548
"1454","Memoirs of an Invisible Man",4e+07,"Warner Bros.","USA","John Carpenter","Comedy","14358033.0","PG-13","1992-02-28",99,"5.9","Chevy Chase","18652","H.F. Saint",1992,66
"1455","Men in Black",9e+07,"Columbia Pictures Corporation","USA","Barry Sonnenfeld","Adventure","250690539.0","PG-13","1997-07-02",98,"7.3","Tommy Lee Jones","438633","Lowell Cunningham",1997,289
"1456","Men in Black 3",2.25e+08,"Columbia Pictures","USA","Barry Sonnenfeld","Action","179020854.0","PG-13","2012-05-25",100,"6.8","Will Smith","282995","Etan Cohen",2012,341
"1457","Men in Black II",1.4e+08,"Columbia Pictures Corporation","USA","Barry Sonnenfeld","Action","190418803.0","PG-13","2002-07-03",88,"6.1","Tommy Lee Jones","284356","Lowell Cunningham",2002,606
"1458","Men of Honor",3.2e+07,"Fox 2000 Pictures","USA","George Tillman Jr.","Biography","48818921.0","R","2000-11-10",129,"7.2","Cuba Gooding Jr.","94931","Scott Marshall Smith",2000,224
"1459","Menace II Society",3500000,"New Line Cinema","USA","Albert Hughes","Crime","27900000.0","R","1993-05-26",97,"7.5","Tyrin Turner","42874","Allen Hughes",1993,96
"1460","Mercury Rising",6e+07,"Universal Pictures","USA","Harold Becker","Action","32940507.0","R","1998-04-03",111,"6.1","Bruce Willis","57649","Ryne Douglas Pearson",1998,127
"1461","Mercury Rising",6e+07,"Universal Pictures","USA","Harold Becker","Action","32940507.0","R","1998-04-03",111,"6.1","Bruce Willis","57649","Ryne Douglas Pearson",1998,127
"1462","Message in a Bottle",8e+07,"Bel Air Entertainment","USA","Luis Mandoki","Drama","52880016.0","PG-13","1999-02-12",126,"6.2","Kevin Costner","31045","Nicholas Sparks",1999,223
"1463","Metropolitan",225000,"Westerly Films","USA","Whit Stillman","Comedy","2938208.0","PG-13","1990-08-03",98,"7.5","Carolyn Farina","7776","Whit Stillman",1990,52
"1464","Michael Clayton",2.5e+07,"Samuels Media","USA","Tony Gilroy","Crime","49033882.0","R","2007-10-12",119,"7.3","George Clooney","140798","Tony Gilroy",2007,363
"1465","Michael Collins",2.8e+07,"Warner Bros.","UK","Neil Jordan","Biography","11092559.0","R","1996-10-25",133,"7.1","Liam Neeson","25719","Neil Jordan",1996,93
"1466","Mickey Blue Eyes",7.5e+07,"Castle Rock Entertainment","UK","Kelly Makin","Comedy","33864342.0","PG-13","1999-08-20",102,"5.8","Hugh Grant","31178","Adam Scheinman",1999,117
"1467","Midnight in Paris",1.7e+07,"Mediapro","Spain","Woody Allen","Comedy","56816662.0","PG-13","2011-06-10",100,"7.7","Owen Wilson","327869","Woody Allen",2011,509
"1468","Midnight in the Garden of Good and Evil",3.5e+07,"Warner Bros.","USA","Clint Eastwood","Crime","25078937.0","R","1997-11-21",155,"6.6","John Cusack","33319","John Berendt",1997,216
"1469","Midnight Run",3e+07,"Universal Pictures","USA","Martin Brest","Action","38413606.0","R","1988-07-20",126,"7.6","Robert De Niro","58318","George Gallo",1988,215
"1470","Midnight Special",1.8e+07,"Warner Bros.","USA","Jeff Nichols","Drama","3707794.0","PG-13","2016-04-21",112,"6.7","Michael Shannon","58549","Jeff Nichols",2016,156
"1471","Mighty Joe Young",9e+07,"RKO Pictures","USA","Ron Underwood","Action","50632037.0","PG","1998-12-25",114,"5.6","Bill Paxton","24374","Merian C. Cooper",1998,88
"1472","Milk",2e+07,"Focus Features","USA","Gus Van Sant","Biography","31841299.0","R","2009-01-30",128,"7.6","Sean Penn","145398","Dustin Lance Black",2008,281
"1473","Million Dollar Arm",2.5e+07,"Walt Disney Pictures","USA","Craig Gillespie","Biography","36447959.0","PG","2014-05-16",124,"7.0","Jon Hamm","38459","Tom McCarthy",2014,96
"1474","Million Dollar Baby",3e+07,"Warner Bros.","USA","Clint Eastwood","Drama","100492203.0","PG-13","2005-01-28",132,"8.1","Hilary Swank","528910","Paul Haggis",2004,1106
"1475","Minions",7.4e+07,"Illumination Entertainment","USA","Kyle Balda","Animation","336045770.0","PG","2015-07-10",91,"6.4","Sandra Bullock","169228","Brian Lynch",2015,275
"1476","Minority Report",1.02e+08,"Twentieth Century Fox Film Corporation","USA","Steven Spielberg","Action","132072926.0","PG-13","2002-06-21",145,"7.7","Tom Cruise","430579","Philip K. Dick",2002,1331
"1477","Miracle",2.8e+07,"Pop Pop Productions","Canada","Gavin O'Connor","Biography","64378093.0","PG","2004-02-06",135,"7.5","Kurt Russell","39178","Eric Guggenheim",2004,289
"1478","Miracle at St. Anna",4.5e+07,"40 Acres & A Mule Filmworks","USA","Spike Lee","Action","7916887.0","R","2008-09-26",160,"6.0","Derek Luke","16239","James McBride",2008,182
"1479","Miracles from Heaven",1.3e+07,"Columbia Pictures","USA","Patricia Riggen","Biography","61693523.0","PG","2016-03-16",109,"7.0","Jennifer Garner","13373","Christy Beam",2016,55
"1480","Mirror Mirror",8.5e+07,"Relativity Media","USA","Tarsem Singh","Adventure","64935167.0","PG","2012-03-30",106,"5.6","Lily Collins","74728","Marc Klein",2012,208
"1481","Mirrormask",4e+06,"Destination Films","UK","Dave McKean","Adventure","864959.0","PG","2006-03-03",101,"6.9","Stephanie Leonidas","20947","Neil Gaiman",2005,151
"1482","Mirrors",3.5e+07,"Regency Enterprises","USA","Alexandre Aja","Horror","30691439.0","R","2008-08-15",110,"6.2","Kiefer Sutherland","91597","Alexandre Aja",2008,232
"1483","Miss Congeniality",4.5e+07,"Castle Rock Entertainment","USA","Donald Petrie","Action","106807667.0","PG-13","2000-12-22",109,"6.2","Sandra Bullock","150621","Marc Lawrence",2000,370
"1484","Miss Congeniality 2: Armed and Fabulous",4.5e+07,"Castle Rock Entertainment","USA","John Pasquin","Action","48478006.0","PG-13","2005-03-24",115,"5.0","Sandra Bullock","56280","Marc Lawrence",2005,156
"1485","Miss March",6e+06,"Fox Atomic","USA","Zach Cregger","Comedy","4542775.0","R","2009-03-13",90,"5.0","Zach Cregger","19111","Zach Cregger",2009,73
